"Смотри Вибер"	0
"Я все помню"	0
"Да хуево говорил,поэтому я и не верила не единому слову,вот оно твое истеное лица "	2
"Услуга «Кто звонил+»: этот абонент звонил Вам 1 раз(-а), последний вызов был в 12:12:29 14.06.2016."	0
"}.>Акция на Розы!Букет из 15 роз-450 р!РозаЛэндЛенина 6Успевайте!"	1
"У Вас есть один пропущенный вызов 07.09.2016 в 18:17."	0
"Анют я на работе как освобожусь наберу"	1
"Почему я должна обидеться,это твоё мнение,мне то нравится...."	2
"Либо ты че то мутишь,хуй дозвонишься до тебя"	2
"Я убью тебя"	2
"Я думала тебе:-P"	1
"Приветик.сынок отлично,ты там как"	1
"Приветик"	1
"89286317771 орматек. 88793970165 оскона"	0
"89527627586"	0
"С кем?куда?"	0
"Что это значит?)))"	1
"Да,сашка-букашка"	1
"Ты сказал"	0
"Ваша просьба перезвонить получена . Возьмите «Доверительный платеж», набрав *141# и мы временно пополним Ваш счет, чтобы Вы оставались на связи. Чтобы узнать сумму и стоимость услуги, наберите *141*7#.  Вы также можете пополнить баланс с банковской карты без комиссии на oplata.beeline.ru."	0
"Жми быт?"	0
"Поздравляю! Отдыхай, спи. Завтра найдешь интернет, свяжемся. Буду ждать с 19.00. Не забудь перевести часы на 1 час вперед. "	1
"Во сколько домой поедешь?"	0
"Летняя РАСПРОДАЖА в Profmax. Скидки до 70%. Ул. Комсомольская, 18."	1
"Ты ему пока не чего не говори."	0
"У Вас есть один пропущенный вызов 07.09.2016 в 14:29."	0
"Есть го-го танцовщицы знакомые?"	0
"Я соскучилась мне тут скучно с тобой надо было ехать"	1
"Зайди вк как сможешь"	0
"Ваша просьба перезвонить получена . Возьмите «Доверительный платеж», набрав *141# и мы временно пополним Ваш счет, чтобы Вы оставались на связи. Чтобы узнать сумму и стоимость услуги, наберите *141*7#.  Вы также можете пополнить баланс с банковской карты без комиссии на oplata.beeline.ru."	0
"Чё совсем времени нет?"	0
"Минут через 15 позвони "	0
"Привет,как дорога?"	1
"я тебе фотки загружаю"	0
"Утро доброе где можно футболку забрать серую с чеоеплм"	0
"Южнопортовая д7. 2-х этажное здание,там проходная. При себе необходимо иметь документ (паспорт или в/у). Говорите,что идете в Авто-Юрист. Проходите через проходную, в 50 метрах левее будет стоять 5 этажное здание (оно там одно), 3 этаж, офис 303 "	0
"Ната горит , давай скоренько "	1
"Потом звякни как время будет.не срочно"	1
"Зайди вк"	0
"Работаешь???"	0
"Молюсь))"	1
"Ну просто"	0
"Знаешь что? Может дома сегодня посидим уже, а завтра погуляем"	0
"У Вас есть 3 пропущенных вызова(ов). Последний вызов был 07.10.2016 в 21:15."	0
"А с твои что?"	0
"Баш база дескинер"	0
"Ваша просьба перезвонить получена . Возьмите «Доверительный платеж», набрав *141# и мы временно пополним Ваш счет, чтобы Вы оставались на связи. Чтобы узнать сумму и стоимость услуги, наберите *141*7#.  Вы также можете пополнить баланс с банковской карты без комиссии на oplata.beeline.ru."	0
"От твоей мамы привезла а он за температурил.она говорила что ветерок на него дул вот надул"	0
"Нууууу, ты где?"	1
"Ты не поменял решение???"	2
"До глазова поеду"	0
"Саша будь добр заплати за телефон 100руб. Отец."	1
"Родители же знают, что я на хоккее. Я же отправилась!"	1
"Напоминаем о собеседование сегодня по адресу М. Кожуховская ул. Петра Романова д.6 в 10:40"	0
"Вы уже отдыхаете  новерное ?"	0
"Ну так долго искать... Мож напиши мне в вк"	2
"В чего в контакте не пишешь? Смс же платно кажись"	0
"Вас срочно просит позвонить абонент +79504892532"	2
"Выходи"	0
"Сказал бы раньше, забрал бы тебя"	2
"Почему мне никто не говорит куда ты уехал"	2
"Доставлено. Наберите 00079636723027 для вызова за счет абонента."	0
"Так держать! Тебе без меня видемо лучше, вообще мне ничего не говори и не ставь в известность. Пока. "	1
"Я у стоматолога"	0
"Мне нельзя спросить???или иы меня вообще вычеркнул уже???"	2
"Что ты был с ма ой"	0
"Ты спишь?"	0
"Запомнить номер 2095209, возят за 100р!"	1
"Гриша ты еще в очереди?  Иди домой! Мы найдем тебе билет! "	1
"Ваше резюме заинтересовало нашу компанию. Тел.: 8-987-921-75-14"	1
"В контакт!"	1
"Naznachena bordovaya 14-aya N 112. Mobilnoe prilozhenie na www.samara.rutaxi.ru/1"	0
"Тем ты мне очень нужен"	1
"Абонент +79631199990 звонил Вам 1 раз(а), последний звонок 12/09 14:21.МТС."	0
"Пендюша хрюша и говнюша. Хаха "	1
"Сейчас ответить не готова. Мне нужно подумать."	2
"Ваша просьба перезвонить получена . Возьмите «Доверительный платеж», набрав *141# и мы временно пополним Ваш счет, чтобы Вы оставались на связи. Чтобы узнать сумму и стоимость услуги, наберите *141*7#.  Вы также можете пополнить баланс с банковской карты без комиссии на oplata.beeline.ru."	0
"Извините, я занят. Перезвоните позже."	0
"Саньку не звонил?"	0
"Гоу в кафе"	1
"Ну ниче подожди :)Я тоже "	1
"Нас здесь 3 чел"	0
"Во сколько завтро соревнования ?"	0
"Адрес скинь"	2
"Напишите мне в вконтакте"	0
"Гриша, Эле не звонил? "	0
"Мы зашли и я сразу села в кресло"	1
"Ко мне гости из Перми нагрянули, к сожалению, с вами сходить не смогу!"	1
"Ладно к 15:00 приходи"	1
"Вас срочно просит позвонить абонент +79509238863"	2
"Вот и оставил бы мне,или ты думаешь я их на себя потрачу?????"	2
"Желающих приму на дежурство"	1
"Уснул за рулём???!"	2
"Да наговорила лишнего, ненавижу себя за это дико...прости ты меня за это. Ниужели так все закончится..."	2
"Продавец"	0
"Издеваешся как всегда,так кто из нас писька"	1
"Я в домофон позвоню"	0
"Кулинарный конечно же☺"	1
"Привет. Сайт cito.mgsu.ruLogin: PGSub583Pass: KnO3Oh9Cu3Заходи в #мои курсы#, там список предметов."	1
"Просто"	0
"Ч выехала"	0
"Я не знаю куда ты приехал.Я на новом вокзале. Здесь и жд и автобусы.напротив набережная и трасса "	0
"89200160006"	0
" Посмотри страховку на машину. Уже наверное закончилась"	2
"Спасибо, Сумма 89 руб."	1
"на полдник дали арбуз, вкусненько, может купишь в ленте по 9 р"	1
"Вам голосовое сообщение от этого абонента. 30/07 в 19:14Прослушать-600,в роуминге +79028300017"	0
"У тебя наушники с собой?"	0
"Когда к тебе подъехать можно?"	0
"Антон, здравствуйте! Это Ирина империя нижний- агентство праздников! У нас сменилось юр.лицо! Если планируете сюрприз, оригинальное поздравление, юбилей, детский день рождения или иной праздник, включая промо-мероприятия, то можете сразу звонить на данный номер! Я - Ваш личный менеджер!"	1
"Чешки,велосипедки,пижама"	1
"Ваша просьба перезвонить получена . Возьмите «Доверительный платеж», набрав *141# и мы временно пополним Ваш счет, чтобы Вы оставались на связи. Чтобы узнать сумму и стоимость услуги, наберите *141*7#.  Вы также можете пополнить баланс с банковской карты без комиссии на oplata.beeline.ru."	0
"Ты там ? Когда в город?"	0
"И счета для РЖЕВА на электронке, посмотри и подтверди. На когда отгружать?"	2
"На руках нала сколько всего за эти дни?"	2
"Ты же домой собирался?"	0
"Чего будешь щас делать? Не хош возле дома посидеть"	0
"Сидим за столом, а ты?"	0
"Ильдус , здравствуй, приглашаю тебя на встречу однокурсников 26.09 в 19.00 кафе Пинта на ул. Молодежная. Перезвони мне пожалуйста. Мария Казакова"	1
" Напиши "	0
"Здравствуйте, интересует ещё вас самсунг галакси s5? "	1
"Добрый день Наталья! А сегодня можно приехать в Крокусе и встретится с Вами? Раджеш."	1
"Доставлено. Наберите 00079501014887 для вызова за счет абонента."	0
"зато у нас наконец выходные а то сутки черед сутки работаем...моджно и отдохну "	1
"Ты че где"	0
"шампанское бывает сухим, полусладким и брют. а сладким не бывает"	2
"Ваша просьба перезвонить получена . Пополняйте баланс без комиссии на oplata.beeline.ru и оставайтесь всегда на связи!"	0
"я пока ещё беседую;)Скажи к терапевту надо"	1
"О, блин, я заснула, спокойной ночи, мой красивый:***я тебя лавкиииии)))***"	1
"Я Вам звонил(а) 15/02 в 16:23."	0
"Домой наверно)))"	1
"Спасибо дорогой."	1
"Перевела зайка 70 тысяч ровно"	1
"Спросили передал я тебе то что надо в банк зайти"	0
"Хм хорошо"	1
"Ты на обед придёшь?"	0
"Я Вам звонил(а) 19/09 в 09:10."	0
"А где словимся? центр, или у тебя?"	0
"Ваша просьба перезвонить получена . Возьмите «Доверительный платеж», набрав *141# и мы временно пополним Ваш счет, чтобы Вы оставались на связи. Чтобы узнать сумму и стоимость услуги, наберите *141*7#.  Вы также можете пополнить баланс с банковской карты без комиссии на oplata.beeline.ru."	0
"Я Вам звонил(а) 04/03 в 10:58."	0
"Кристина спала когда я уходил"	0
"Ответь пожалуста "	1
"Это не ко мне"	0
"Я против твоих родителей ничего не имею,за их слова они ответят перед господом богом,я поняла жизнь бумеранг то что она на говорила вернётся "	2
"У Вас есть один пропущенный вызов 14.09.2016 в 16:18."	0
"Бери за все чеки или товарные чеки. (накладные)"	0
"У Вас есть один пропущенный вызов 05.08.2016 в 09:24."	0
"4276 3300 1999 1637"	0
"На улицу"	0
"Вас срочно просит позвонить абонент +79507872989"	2
"Ваша просьба перезвонить получена . Пополняйте баланс без комиссии на oplata.beeline.ru и оставайтесь всегда на связи!"	0
"63900249 9014187451 Видяева Гузял Миндрахмановна"	0
"Хорошо зайка.звякну.ну всмысле станцию как буду проезжать звякнуть?"	1
"Привет, ты дома?"	1
"завтра на работе с 14 00 приезжай"	0
"То какой??"	2
"Прошу Вас перезвонить мне на номер +79506379081"	1
"Вам голосовое сообщение от этого абонента. 17/09 в 16:26Прослушать-600,в роуминге +79046000600"	0
"Все я спать,завтра вставать рано"	0
"Да нет,не похож"	0
"Я позвоню если что"	0
"Наверно походу не приедешь"	2
"Хотя бы вид делал что я тебе интересна,мне это нравилось,я себя чувствовала,и пусть это будут домогания, но они были совсем другие,те кот я хочу"	0
"Гришаааа"	1
"Хорошо. Я не оставлю его."	1
"Доброй и сладкой ночи.! ......доброе утро! Солнце  "	1
"Покорми своих бабочек :)"	1
"Сегодня за свет платить надо"	0
"Незнаю.это у мамы штрафы она сказала тебе написать"	0
"89632338220 Алексей. звони он там"	2
"Хорошо )а у вас?)"	1
"Ната перезвони срочно"	2
"У Вас есть один пропущенный вызов 22.09.2016 в 16:12."	0
"  сегодня?"	0
"Не рву это правдо будешь жить спокойно"	0
" А какого хрена ты ещё не разу не звонил????"	2
"П.Невское, Гурьевского района, ул. Индустриальная 11. Компания Гидрокомфорт. С 9 до 18 часов."	0
"Мы в лаверне будем, у меня тел садится если что юле позвонишь"	0
"ладно я спать спокойной ночи"	1
"что капец?"	0
"+7 (904) 087-68-67 Фурсов Андрей"	0
"Вам голосовое сообщение от этого абонента. 15/10 в 15:40Прослушать-600,в роуминге +79028300017"	0
"Кир дома"	0
"Хорошо"	1
"Привет, да дома, отдыхаем. Как ты?!"	0
"Да папа привёз,подрос"	0
"И опять сладких снов я не услышала! "	1
"Поиграй во что нибудь или с кем нибудь.Веселое"	1
"Саш,купи стекловату"	0
"У Вас есть один пропущенный вызов 10.09.2016 в 01:09."	0
"Да ты с 12:00"	0
"Ден, привет! Как дела?! Перезвони☺"	1
"Вас ожидает серебристая Лада_Гранта    номер 625."	0
"Прошу Вас перезвонить мне на номер +79502029671"	1
"Их чел 20 будет"	0
"У Вас есть один пропущенный вызов 19.08.2016 в 10:49."	0
"Я в школе"	0
"Все добро)"	1
"Голосовая почта МТС. Абонент +79500217462 оставил сообщение 09/02 в 09:58.  Всего 1 новое сообщение. Прослушать - 0860, в роуминге пользуйтесь номером общего доступа."	0
"Ок, буду ждать"	0
"Незнаю"	0
"Добро , привет "	1
"У Вас есть один пропущенный вызов 27.07.2016 в 21:12."	0
"Что это значит."	0
"В понедельник места буду заняты:("	2
"Ты где?"	0
"Дэн, привет! Как дела?! Набери как сможешь☺"	1
"Поздно он ночью выезжают.с Димой после завтро меня выпишут из комнаты"	0
"Привет я у тебя паспорт не забывала он мне нужен я попросила Анжелку забрать ты сможешь ей передать "	0
"Поехали мы зайка"	1
"Не чего"	2
"Спасибо!!!"	1
"Гбрид вдвшника"	0
"Света материалистМобильный +79872055195"	0
"Хорошо, если что пиши"	1
"Он на овечьей шерсти"	0
"Кредиты наличными,кредитные карты на льготных условиях.Ваш менеджер Альфа-Банка Яна 89634649933 Свободы 82, 2эт,окно6"	0
"Стирайся"	2
"Пропущен вызов от абонента +79508027330. Время вызова 17:11 26.11.2015"	0
"Ну так что делать ?Я тогда на такси ?"	0
"Абонент снова доступен для звонка"	0
"Вообще нечего!  "	1
"89621801688"	0
"Ну го хуле"	2
"Я уже не твоя жена "	2
"И холодильник не работает"	2
"Почему?"	0
"У Вас есть один пропущенный вызов 02.08.2016 в 19:36."	0
"Вам голосовое сообщение от этого абонента. 27/03 в 18:13Прослушать-600,в роуминге +79048322600"	0
"Спасибо"	1
"Ну смотри сам"	0
"Вам голосовое сообщение от этого абонента. 22/08 в 16:37Прослушать-600,в роуминге +79505198017"	0
"Расскажешь потом?)"	1
"‭8 (914) 631-45-22‬"	0
"А вдруг мне звонят"	0
"С ДНЕМ СВАДЬБЫ, ДОРОГИЕ НАШИ ДЕТИШКИ! МОЛОДЦЫ,ЖДЁМ ПРОДОЛЖЕНИЯ, ЗА ВДВ-НАШ ДЕВИЗ!!!"	1
"Быстро"	1
"Да а че такое?"	0
"Я Вам звонил(а) 14/10 в 17:32."	0
"Просто думаю можно сказать не о чем,"	2
" Едет  Kia Rio белый  М736СТ48 через 10 мин цена 170 р."	0
"9227096044"	0
"У Вас есть один пропущенный вызов 21.09.2016 в 21:46."	0
"Чай пить?"	0
"Я в метроДома буду в 2-2:30"	0
"Нормально вообще?"	0
"Ваша просьба перезвонить получена . Возьмите «Доверительный платеж», набрав *141# и мы временно пополним Ваш счет, чтобы Вы оставались на связи. Чтобы узнать сумму и стоимость услуги, наберите *141*7#.  Вы также можете пополнить баланс с банковской карты без комиссии на oplata.beeline.ru."	0
"Не за что"	2
"Мы готовы принять сумму расхождений налом. Или на карту. А мы здесь вносим у себя в кассу. Вам такой вариант подходит?"	0
"Понял."	0
"Ты адрес узнал? Привет)"	1
"Номер карты писать ?а то мне сегодня и заплатить за квартиру б и лекарства купить"	0
"У Вас есть 2 пропущенных вызова(ов). Последний вызов был 19.09.2016 в 16:55."	0
"Заедь домой , поешь. Никого нет."	0
"Возьми трубку это Раян"	2
"Потихоньку"	1
"У Вас есть один пропущенный вызов 21.09.2016 в 10:01."	0
"А вы зачем в белгород?"	0
"Hужны деньги?Получите до 95000р зa 30 мин!Зaявки по тeл.8(846)2015878"	0
"У Вас есть один пропущенный вызов 01.09.2016 в 08:29."	0
"+7 (909) 555-17-25"	0
"Мама придёт поседит у неё ключи есть если вы не против ?"	0
"Все норм?"	0
"На работе"	0
"Опять?:-D "	1
"Купи какие нибудь сигареты я деньги отдам"	2
"Ай ,всё я об одном,ты о другом,всё завтра поговорим, спокойной ночи. "	1
"Думаю догадываюсь о чем речь"	0
"Здравствуйте, Вам нужно явиться на занятия 23.06 в 17.30!Анастасия Андреевна"	1
"К оле зайди."	0
"Я стараюсь...почему все так? Я не хочу терять тебя...что мне сделать?"	2
"Бугрис бухает?"	0
"Гришуля, ты звонил по квартире, по ключам?"	0
"Понятно"	0
"Я спать"	0
"Ты где"	0
"У Вас есть один пропущенный вызов 26.07.2016 в 11:30."	0
"Мишутка спойной ночи"	1
"Мы уже на такси поехали ))"	1
"Я не смогу, понимаешь? Я люблю тебя. И рожать от человека который никогда не будет с тобой это идиотизм. Ты никогда не сможешь помогать так ты бы помогал мне будучи моим мужем. Как бы ты не был рядом-все равно я буду ночью, когда у тебя дела и ты у себя дома одна. Я не получу образование, Нифига, а ты найдёшь себе мадам и все будет у тебя в шоколаде. Я не могу на это пойти, как бы я не любила этот долбаный комок. Если хочешь, поговорим, но я решение своё не понимаю"	2
"Дима, привет. Взаимно. Удачи тебе."	1
"Работать буду"	0
"89536494864"	0
"мне запеченые"	0
"Трубку то возьми, гангрена!"	1
"На учебе значит "	0
"Притензии"	0
"Ну так прикалюх пожевать каких-нибудь."	1
"Тогда сам с Аней созвонись. Если она не сможет, мне отнеси"	2
"Кстати комбинезон зимний я заказала он 5000 стоит"	0
"У Вас есть один пропущенный вызов 01.09.2016 в 16:12."	0
"У тебя бабосики есть?"	1
"Прив,константин,Договаримся Обменятся?sotfa.com"	0
"Ну приходи, постоим поржем"	1
"Норм всё "	0
"Саш,купи стекловату"	0
"Не надо меня запугивать, сразу папе"	2
"Не хочешь не разговаривай"	2
"Наташа, доброе утро.Подскажи, ты вчера успела отправить договора?"	1
"За бесплатно я работать не буду,магазин я закрываю,заявление напишу,работала без выходных больше месяца,делайте что хотите"	2
"Мы в вилке"	0
"В липово я на работе"	0
"Сереженька на учебе"	1
"Вас срочно просит позвонить абонент +79507872989"	2
"Прошу Вас перезвонить мне на номер +79501989131"	1
"Привет, поздравляем тебя с днём рождения, желаем всего самого лучшего."	1
"Ты прав, перебор"	0
"Понятно все))шутник ты))на счет того чтоб ехать с тобой))"	1
"Я Вам звонил(а) 19/08 в 13:24."	0
"Стоимость составила 390 руб. Спасибо за пользование нашим такси!"	1
"Кинь Илюхин номер"	1
"Ваша просьба перезвонить получена . Пополняйте баланс без комиссии на oplata.beeline.ru и оставайтесь всегда на связи!"	0
"Потом отвечу. "	0
"4276 0216 9411 6604"	0
"Ваша просьба перезвонить получена . Возьмите «Доверительный платеж», набрав *141# и мы временно пополним Ваш счет, чтобы Вы оставались на связи. Чтобы узнать сумму и стоимость услуги, наберите *141*7#.  Вы также можете пополнить баланс с банковской карты без комиссии на oplata.beeline.ru."	0
"Света тварь"	1
"Вам голосовое сообщение от этого абонента. 23/04 в 20:21Прослушать-600,в роуминге +79045220600"	0
"Извините за беспокойствоЦена какая за автомобиль ?"	0
"Я не знала, прости"	1
"НЕ знаю. Я почемут то смучаюсь."	2
"Все от тебя зависит"	0
"ты охуел ?!"	2
"ну зая тебе нельзя пить, язва"	1
"У Вас есть один пропущенный вызов 14.09.2016 в 14:43."	0
"8 (912) 004-28-56"	0
"Я в сети и доступен для звонка (03.04.16, 14:32) "	0
"У Вас есть один пропущенный вызов 19.09.2016 в 17:56."	0
"По 31 августа закажите #СЕТ Харакири - 78 роллов за 990 р# вместо 1590 р! Доставка бесплатно. Тел. 200-300-4, СУШИ В ДОМ. Для отказа от получения отправьте 1"	1
"Ну как же, интересно же!"	1
"И поэтому ревнуешь к Кротову? ??постоянно, Саша меня это уже заебало, что из за тебя с человеком не охото общаться,хоть он не в чем не виноват. "	2
"Так смешно"	1
"Забери меня от вавилона в 3 30"	2
"Доставлено. Наберите 00079501014887 для вызова за счет абонента."	0
"Завтра тебе Язгуль передаст документы, скажешь что поедешь в магнитку, передашь"	2
"Катюхе с Сашей"	1
"Димон ты скажи к чему завтро готовиться"	1
"У Вас есть один пропущенный вызов 04.10.2016 в 16:35."	0
"КТО ЗВОНИЛ+ Непринятые звонки: +79631307537: (5) последний в 17:07 12/04"	0
"Неважно.как без жены живется????"	2
"+7 (963) 096-90-99 и ещё вот"	0
"+7 902 797 01 37 александр"	0
"У Вас есть один пропущенный вызов 24.10.2016 в 16:25."	0
"Приехали"	0
"У Вас есть один пропущенный вызов 07.10.2016 в 09:57."	0
"А ладно Руслан извини....."	1
"Подождешь?"	0
"Машину разгружают"	0
"Я неделю на ногах"	0
"Пять минут"	0
"А потом"	0
"Прошу Вас перезвонить мне на номер +79506407102"	0
"Дима хорошо в садике,не хочу разговаривать вообще ни скем"	1
"Заебись хотел написать"	0
"Ну вот видешь,а ты говоришь мне нужны только деньги,я на себя ничего не прошу.ты мог дать на ребёнка а не транжирить их"	2
"Спасибо огромное!!!!"	1
"Серег надо не думать а знать"	2
"Гришуля, мне тебя ждать. Мы поедем в гараж. Если да, то нужно с 17 до 18.30 "	0
"Братишка я завтра приеду  щас лег спать там погворим хорошо родной ну все обнял ушел"	1
"Вас срочно просит позвонить абонент +79507872989"	2
"Вдвоем"	0
"В джинсах, водолазке и пальто"	0
"Зря не пошли, тут улетные ремейки на попсу:-)"	1
"Тебя морж домой повезет?;-) точно только позвони, встретиться нужно:-D "	1
"Я не хочу одна.с тобой хочу"	2
"Вам голосовое сообщение от этого абонента. 01/10 в 19:28Прослушать-600,в роуминге +79505198017"	0
"Прости прости проти что я о себе напоминаю"	1
"Девушка)"	1
"У Вас есть один пропущенный вызов 10.09.2016 в 18:11."	0
"89092937336 денис "	0
"Я короче  домой поехал остатки я домой превезу? Я прошелся на второй раз пока все нормально"	0
"Такси #Поехали# Вас ожидает Серебристая Калина 030"	0
"Я тоже очень сильно скучаю."	1
"В ношу пойдете? "	0
"А я и не прошу уже.просто пусть она не говорит пожалуйста этого если такого нет.она дала 5000 тысяч я докупила лекарства и на камбинезон отложила."	2
"отл но я оч занята"	0
" Катит....потому что разводиться мне как то не хочется"	0
"Поправил состояние?"	0
"Нормально"	1
"Сижу руки трясутся,засыпаю...чуть не падаю на стол))"	1
"Если ночевать приедет света, то следи чтобы она не топтала"	2
"Отличного вечера"	1
"Да едем "	1
"Запиши показания счетчика сегодня прям в журнал"	0
"Че говорят вообще"	0
"Ты доехал там ?"	0
"Хорошо. Спокойной ночи)"	1
" что думаешь? "	0
"Ну зачеем?"	0
"Спосибо малышка!!!!))))"	1
"В город когда поедиш?"	0
"Умничка моя!!! Удачи на устном экзамене"	1
"Имя: Рытенко ЕвгенийTel: +79065156399"	0
"Я Вам звонил(а) 19/09 в 15:11."	0
"Я мерзнуть долго буду???"	2
"Гриша, ты случайно, не дома.? "	0
"Это точно))"	1
"Пропущен вызов от абонента +79508044023. Время вызова 18:48 02.05.2016"	0
"Со стороны"	0
"А чего меня крайней делаешь,откуда я знала что вы внутри семьи не решаете такие вопросы сообщя!"	2
"Не переживал)) все хорошо"	1
"И куда ты сейчас ?"	0
"Жду трамвай"	0
"Вас срочно просит позвонить абонент +79507099991"	2
"Это я тебе не нужен"	2
"Как ты смотришь на то чтобы крестины малого в кафе отметить???"	2
"Вас срочно просит позвонить абонент +79506146434"	2
"Ну и хорошо. По другому не надо уметь.  Встовать опять в шесть.?"	2
"Родился Иисус!- И приблизился БогК нам, людям, в грехах утопавшим.Как солнце, Его засияла Любовь,И стал Он спасателем нашим. Сегодня возможность  для каждого естьМир с Богом найти и упрочить.Пусть меркнет людского тщеславия блескВ сиянье Рождественской ночи.Будьте благословенны."	1
"Привет..это кто?"	0
"SATMAXTV@MAIL.RU"	0
"Лукьянов Иван  148-611-972 84"	0
"Лучше пригоняй в центр, на самолеты смотреть"	0
"Ты без ключей ушёл. Я в зале.Папа по делам уехал. Звони "	0
"Я Вам звонил(а) 16/10 в 12:59."	0
"Я не успела"	2
"Ахахах жесть:)  Пржалей таксиста, у него семья наверно:)"	1
